n,doy,time,vpd,rad,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19
1,28,1030,0.75473,1000,0.23207,0.33991,0.17792,0.010205,0.28,0.076923,NaN,NaN,NaN,0.21098,0.13384,0.46034,0.44687,0.046794,NaN,NaN,0.03802,NaN,NaN
1,28,1100,0.78199,1000,0.22903,0.32864,0.18673,0.024148,0.30136,0.10526,NaN,NaN,NaN,0.22034,0.15094,0.45396,0.4565,0.055944,NaN,NaN,0.059598,NaN,NaN
1,28,1130,0.96972,1000,0.23246,0.33203,0.19272,0.032842,0.31569,0.11702,NaN,NaN,NaN,0.22982,0.15679,0.46853,0.46628,0.059649,NaN,NaN,0.066075,NaN,NaN
1,28,1200,1.0948,1000,0.26597,0.37326,0.22305,0.041678,0.33832,0.13514,NaN,NaN,NaN,0.25545,0.1776,0.52231,0.51404,0.065256,NaN,NaN,0.079052,NaN,NaN
1,28,1230,1.0078,1000,0.27305,0.37299,0.22941,0.050661,0.34134,0.14441,NaN,NaN,NaN,0.26267,0.18678,0.53837,0.52464,0.067138,NaN,NaN,0.082504,NaN,NaN
1,28,1300,0.78157,1000,0.22338,0.30965,0.20501,0.053938,0.31275,0.14441,NaN,NaN,NaN,0.24293,0.17771,0.465,0.46461,0.067138,NaN,NaN,0.085975,NaN,NaN
1,28,1330,1.2516,1000,0.19244,0.29886,0.17582,0.051408,0.30409,0.13821,NaN,NaN,NaN,0.23158,0.16285,0.44298,0.44864,0.061511,NaN,NaN,0.082925,NaN,NaN
1,28,1400,1.524,1000,0.27712,0.38,0.23295,0.054687,0.33834,0.14754,NaN,NaN,NaN,0.26802,0.19002,0.55231,0.54571,0.069027,NaN,NaN,0.079893,NaN,NaN
1,28,1430,1.6802,1000,0.28785,0.37973,0.24259,0.057984,0.34137,0.15702,NaN,NaN,NaN,0.2698,0.19627,0.56304,0.55094,0.072824,NaN,NaN,0.093195,NaN,NaN
1,28,1500,1.6176,1000,0.29517,0.37946,0.24593,0.061299,0.34036,0.15702,NaN,NaN,NaN,0.27434,0.20574,0.56783,0.56209,0.074733,NaN,NaN,0.093408,NaN,NaN
1,28,1530,1.6686,1000,0.2708,0.34471,0.22398,0.058735,0.32341,0.15385,NaN,NaN,NaN,0.26243,0.1995,0.52518,0.5268,0.072824,NaN,NaN,0.10029,NaN,NaN
1,28,1600,1.8294,1000,0.25067,0.32603,0.21185,0.059111,0.30686,0.15068,NaN,NaN,NaN,0.25078,0.19643,0.51254,0.50944,0.070922,NaN,NaN,0.097158,NaN,NaN
1,28,1630,1.6862,1000,0.23117,0.31496,0.20293,0.05656,0.30588,0.14754,NaN,NaN,NaN,0.2446,0.19337,0.517,0.51442,0.070922,NaN,NaN,0.097371,NaN,NaN
1,28,1700,1.5974,1000,0.18772,0.26321,0.17672,0.054023,0.27858,0.14441,NaN,NaN,NaN,0.21307,0.17212,0.47152,0.47059,0.067138,NaN,NaN,0.090952,NaN,NaN
1,28,1730,1.3985,1000,0.14724,0.21842,0.14889,0.048619,0.23491,0.13208,NaN,NaN,NaN,0.18318,0.14872,0.40373,0.41934,0.061511,NaN,NaN,0.087878,NaN,NaN
1,28,1800,1.1006,1000,0.11737,0.17956,0.12497,0.046124,0.18767,0.11702,NaN,NaN,NaN,0.15255,0.1235,0.33735,0.35346,0.055944,NaN,NaN,0.078345,NaN,NaN
1,28,1830,0.95792,1000,0.089026,0.1377,0.10203,0.040807,0.1468,0.099476,NaN,NaN,NaN,0.11931,0.099356,0.26087,0.28129,0.048611,NaN,NaN,0.068982,NaN,NaN
1,28,1900,0.77452,1000,0.076707,0.11646,0.084848,0.035547,0.12553,0.085271,NaN,NaN,NaN,0.096049,0.081297,0.21052,0.22362,0.043178,NaN,NaN,0.056684,NaN,NaN
1,28,1930,0.66865,1000,0.064668,0.10099,0.072937,0.033122,0.10777,0.074169,NaN,NaN,NaN,0.083574,0.068771,0.16396,0.17759,0.037801,NaN,NaN,0.044671,NaN,NaN
1,28,2000,0.5369,1000,0.055264,0.085928,0.063621,0.027946,0.095947,0.06599,NaN,NaN,NaN,0.073344,0.058967,0.13988,0.14755,0.032479,NaN,NaN,0.038869,NaN,NaN
1,28,2030,0.46204,0,0.046028,0.073651,0.054466,0.02556,0.081699,0.057935,NaN,NaN,NaN,0.065231,0.049343,0.11056,0.12204,0.028961,NaN,NaN,0.033133,NaN,NaN
1,28,2100,0.48171,0,0.039249,0.063982,0.04547,0.023186,0.070388,0.05,NaN,NaN,NaN,0.057262,0.04462,0.0945,0.09762,0.023729,NaN,NaN,0.027462,NaN,NaN
1,28,2130,0.3829,0,0.034834,0.056789,0.038852,0.018118,0.061847,0.044776,NaN,NaN,NaN,0.051277,0.037592,0.081786,0.08559,0.021997,NaN,NaN,0.021855,NaN,NaN
1,28,2200,0.25889,0,0.030458,0.049689,0.034525,0.015783,0.053429,0.037037,NaN,NaN,NaN,0.045375,0.035301,0.069344,0.071008,0.01855,NaN,NaN,0.019175,NaN,NaN
1,28,2230,0.25456,0,0.023884,0.040435,0.030235,0.013461,0.045131,0.031941,NaN,NaN,NaN,0.039556,0.028398,0.051602,0.051383,0.015126,NaN,NaN,0.016509,NaN,NaN
1,28,2300,0.33739,0,0.02182,0.031339,0.023812,0.013819,0.03695,0.026895,NaN,NaN,NaN,0.033816,0.023863,0.039798,0.040311,0.013423,NaN,NaN,0.011026,NaN,NaN
1,28,2330,0.30939,0,0.019764,0.026748,0.021763,0.011508,0.033725,0.02439,NaN,NaN,NaN,0.031682,0.021633,0.038949,0.03466,0.011725,NaN,NaN,0.011222,NaN,NaN
1,29,0,0.23635,0,0.017717,0.024366,0.017581,0.0092086,0.028103,0.021898,NaN,NaN,NaN,0.029563,0.019413,0.032721,0.031659,0.010033,NaN,NaN,0.011418,NaN,NaN
1,29,30,0.22356,0,0.015679,0.019833,0.015558,0.0095645,0.022533,0.019417,NaN,NaN,NaN,0.027458,0.017202,0.021293,0.023529,0.0083472,NaN,NaN,0.011614,NaN,NaN
1,29,100,0.22413,0,0.01147,0.013205,0.011427,0.0072766,0.017015,0.014493,NaN,NaN,NaN,0.023629,0.015002,0.017847,0.015521,0.0066667,NaN,NaN,0.0089918,NaN,NaN
1,29,130,0.15321,0,0.009458,0.0087667,0.011537,0.0076316,0.011547,0.014493,NaN,NaN,NaN,0.021562,0.010585,0.011838,0.012619,0.0049917,NaN,NaN,0.006384,NaN,NaN
1,29,200,0.21084,0,0.007455,0.0043651,0.0074406,0.0079865,0.0061303,0.0096154,NaN,NaN,NaN,0.019509,0.0084139,0.0058888,0.0072443,0.0049917,NaN,NaN,0.0037906,NaN,NaN
1,29,230,0.26246,0,0.0054606,0,0.0054597,0.0083415,0.0030581,0.0071942,NaN,NaN,NaN,0.015765,0.006252,0,0.0043841,0.0033223,NaN,NaN,0.0067739,NaN,NaN
1,29,300,0.25317,0,0.0056189,0.0015482,0.0055689,0.0060628,0,0.0071942,NaN,NaN,NaN,0.012059,0.0040995,0.0079875,0.0039987,0.0033223,NaN,NaN,0.0014054,NaN,NaN
1,29,330,0.25131,0,0.0057771,0.005197,0.0056781,0.0064168,0.0002335,0.0047847,NaN,NaN,NaN,0.010064,0.0063413,0.0058079,0.0036132,0.0016584,NaN,NaN,0.0015993,NaN,NaN
1,29,400,0.21706,0,0.0037906,0.0067658,0.0037049,0.004149,0.00046701,0.0023866,NaN,NaN,NaN,0.0080834,0.0041886,0.008734,0.0032278,0.0016584,NaN,NaN,0.0017932,NaN,NaN
1,29,430,0.21154,0,0.0018125,0.0041309,0.0038139,0.001893,0.00070051,0.0023866,NaN,NaN,NaN,0.0061153,0.0042331,0.0091072,0.0028424,0.0016584,NaN,NaN,0.001987,NaN,NaN
1,29,500,0.22456,0,0.0019701,0.0015071,0.0018486,0.0022452,0.0032297,0,NaN,NaN,NaN,0.0058145,0.0020897,0.0094804,0,0,NaN,NaN,0.0021809,NaN,NaN
1,29,530,0.20613,0,0,0.00097518,0.0019574,0,0.0057706,0,NaN,NaN,NaN,0.0038636,0.0021342,0.0047534,0,1.80E-05,NaN,NaN,0.0023747,NaN,NaN
1,29,600,0.2205,0,9.54E-05,0,0,0,0.0083231,0,NaN,NaN,NaN,0.0019255,0,0.0076694,0,3.60E-05,NaN,NaN,0.0025686,NaN,NaN
1,29,630,0.2706,0,0.0023189,0,0,0,0.01794,0.0023113,NaN,NaN,NaN,0,0,0.015756,0.0008887,5.40E-05,NaN,NaN,0,NaN,NaN
1,29,700,0.35958,1000,0.011019,0.018476,0.0040932,0,0.047407,0.0070933,NaN,NaN,NaN,0.011033,0.0021786,0.042732,0.028154,0.0017305,NaN,NaN,0.00037566,NaN,NaN
1,29,730,0.39054,1000,0.033289,0.058381,0.018835,0,0.083956,0.016822,NaN,NaN,NaN,0.039488,0.015453,0.10686,0.093914,0.0067572,NaN,NaN,0.0062956,NaN,NaN
1,29,800,0.46768,1000,0.061317,0.096548,0.038445,0,0.12026,0.029257,NaN,NaN,NaN,0.06942,0.033708,0.16897,0.16207,0.015236,NaN,NaN,0.017953,NaN,NaN
1,29,830,0.58969,1000,0.10887,0.15965,0.070513,0,0.16833,0.044593,NaN,NaN,NaN,0.10883,0.062356,0.25005,0.24315,0.025596,NaN,NaN,0.026965,NaN,NaN
1,29,900,0.82437,1000,0.16087,0.21185,0.10968,0.0047844,0.21056,0.065776,NaN,NaN,NaN,0.14254,0.092637,0.32971,0.31488,0.034395,NaN,NaN,0.045063,NaN,NaN
1,29,930,1.0497,1000,0.2275,0.29655,0.16848,0.0153,0.26319,0.087837,NaN,NaN,NaN,0.19168,0.133,0.43546,0.41493,0.046963,NaN,NaN,0.057611,NaN,NaN
1,29,1000,1.2451,1000,0.26044,0.32825,0.20624,0.028775,0.2933,0.1079,NaN,NaN,NaN,0.22062,0.16751,0.48957,0.47055,0.057984,NaN,NaN,0.079984,NaN,NaN
1,29,1030,1.5647,1000,0.29876,0.36547,0.24014,0.04544,0.32487,0.12569,NaN,NaN,NaN,0.24586,0.19481,0.54788,0.51932,0.065467,NaN,NaN,0.093366,NaN,NaN
1,29,1100,1.6158,1000,0.32071,0.38452,0.25618,0.056833,0.33729,0.14096,NaN,NaN,NaN,0.25927,0.21372,0.57905,0.54751,0.071153,NaN,NaN,0.10372,NaN,NaN
1,29,1130,1.9499,1000,0.32455,0.37185,0.25615,0.065527,0.33761,0.15031,NaN,NaN,NaN,0.26269,0.21693,0.57963,0.55262,0.073075,NaN,NaN,0.11086,NaN,NaN
1,29,1200,1.8906,1000,0.33593,0.3911,0.26927,0.071382,0.34612,0.15981,NaN,NaN,NaN,0.27635,0.22995,0.59281,0.56985,0.07692,NaN,NaN,0.1079,NaN,NaN
1,29,1230,1.9683,1000,0.32109,0.3823,0.26263,0.071318,0.34232,0.163,NaN,NaN,NaN,0.27465,0.22995,0.57457,0.55696,0.076939,NaN,NaN,0.1117,NaN,NaN
1,29,1300,2.0151,1000,0.32493,0.38156,0.2626,0.074237,0.33854,0.1662,NaN,NaN,NaN,0.26284,0.22667,0.58765,0.55614,0.076959,NaN,NaN,0.10873,NaN,NaN
1,29,1330,2.1045,1000,0.31765,0.37286,0.26257,0.074172,0.33478,0.16617,NaN,NaN,NaN,0.24886,0.2234,0.58196,0.54936,0.076978,NaN,NaN,0.10915,NaN,NaN
1,29,1400,2.1604,1000,0.31411,0.36818,0.25926,0.077108,0.33105,0.16614,NaN,NaN,NaN,0.24246,0.22016,0.58882,0.5545,0.076998,NaN,NaN,0.099535,NaN,NaN
1,29,1430,1.9244,1000,0.29618,0.33672,0.24309,0.077043,0.31936,0.16288,NaN,NaN,NaN,0.23141,0.21693,0.56457,0.53596,0.077017,NaN,NaN,0.093359,NaN,NaN
1,29,1500,2.1448,1000,0.29275,0.33226,0.23357,0.073978,0.31179,0.15964,NaN,NaN,NaN,0.22061,0.20419,0.55905,0.52934,0.07512,NaN,NaN,0.087256,NaN,NaN
1,29,1530,2.2249,1000,0.28233,0.30954,0.21804,0.073913,0.30045,0.15642,NaN,NaN,NaN,0.21006,0.20419,0.55962,0.52853,0.075139,NaN,NaN,0.087662,NaN,NaN
1,29,1600,2.0844,1000,0.26867,0.29105,0.2089,0.070866,0.2931,0.15639,NaN,NaN,NaN,0.19751,0.19792,0.53629,0.51056,0.075159,NaN,NaN,0.088068,NaN,NaN
1,29,1630,1.9856,1000,0.22594,0.24961,0.18523,0.067835,0.27836,0.15318,NaN,NaN,NaN,0.17667,0.18252,0.49114,0.46584,0.071365,NaN,NaN,0.088474,NaN,NaN
1,29,1700,2.0821,1000,0.192,0.21691,0.15691,0.061887,0.26396,0.14685,NaN,NaN,NaN,0.15871,0.16751,0.4434,0.4287,0.067599,NaN,NaN,0.085649,NaN,NaN
1,29,1730,1.8809,1000,0.16276,0.18585,0.13788,0.058906,0.23238,0.1375,NaN,NaN,NaN,0.13938,0.15,0.39865,0.38378,0.061989,NaN,NaN,0.079646,NaN,NaN
1,29,1800,1.5387,1000,0.13219,0.14513,0.11688,0.053056,0.19258,0.12226,NaN,NaN,NaN,0.11123,0.12745,0.32092,0.31957,0.056438,NaN,NaN,0.070574,NaN,NaN
1,29,1830,1.301,1000,0.10578,0.11228,0.096635,0.04727,0.15528,0.10743,NaN,NaN,NaN,0.086379,0.10312,0.26323,0.25705,0.050945,NaN,NaN,0.058592,NaN,NaN
1,29,1900,1.0726,1000,0.08805,0.088677,0.079513,0.044369,0.1347,0.092982,NaN,NaN,NaN,0.069671,0.08747,0.20677,0.20013,0.045509,NaN,NaN,0.049883,NaN,NaN
1,29,1930,1.0047,1000,0.07576,0.070858,0.067598,0.038676,0.12053,0.084483,NaN,NaN,NaN,0.058642,0.074766,0.1686,0.16136,0.040129,NaN,NaN,0.041322,NaN,NaN
1,29,2000,0.9747,1000,0.066148,0.060681,0.058249,0.033044,0.10949,0.076113,NaN,NaN,NaN,0.051236,0.067285,0.14899,0.13773,0.034805,NaN,NaN,0.035824,NaN,NaN
1,29,2030,0.81635,0,0.059077,0.055376,0.051338,0.03022,0.098682,0.067872,NaN,NaN,NaN,0.043971,0.059908,0.14288,0.12124,0.033055,NaN,NaN,0.027502,NaN,NaN
1,29,2100,0.74669,0,0.049763,0.043164,0.042269,0.027411,0.088083,0.059755,NaN,NaN,NaN,0.036841,0.052632,0.12414,0.10217,0.029553,NaN,NaN,0.022158,NaN,NaN
1,29,2130,0.68856,0,0.04291,0.035741,0.037781,0.021899,0.082987,0.054404,NaN,NaN,NaN,0.029845,0.045455,0.11212,0.089616,0.026076,NaN,NaN,0.016872,NaN,NaN
1,29,2200,0.74797,0,0.038424,0.028415,0.033331,0.019134,0.07794,0.049105,NaN,NaN,NaN,0.024551,0.040724,0.10037,0.077328,0.024355,NaN,NaN,0.01444,NaN,NaN
1,29,2230,0.72898,0,0.033978,0.025624,0.031108,0.016383,0.072943,0.046463,NaN,NaN,NaN,0.019338,0.036036,0.094789,0.068142,0.02264,NaN,NaN,0.0092408,NaN,NaN
1,29,2300,0.60539,0,0.029571,0.022846,0.026714,0.013647,0.067994,0.038666,NaN,NaN,NaN,0.015744,0.03139,0.095189,0.064735,0.020931,NaN,NaN,0.0068493,NaN,NaN
1,29,2330,0.60104,0,0.025202,0.017876,0.024519,0.010926,0.063093,0.03864,NaN,NaN,NaN,0.012192,0.029083,0.092619,0.058539,0.019228,NaN,NaN,0.0044709,NaN,NaN
1,30,0,0.53015,0,0.02308,0.017325,0.024495,0.0082187,0.060783,0.033498,NaN,NaN,NaN,0.010198,0.026786,0.081296,0.055184,0.01753,NaN,NaN,0.0048435,NaN,NaN
1,30,30,0.44778,0,0.020967,0.014582,0.02231,0.0081578,0.053431,0.030932,NaN,NaN,NaN,0.0067164,0.024499,0.075922,0.040891,0.015839,NaN,NaN,0.0024771,NaN,NaN
1,30,100,0.33702,0,0.016673,0.011851,0.020133,0.0054648,0.048669,0.02838,NaN,NaN,NaN,0.0047672,0.019956,0.067772,0.029612,0.014152,NaN,NaN,0.0028486,NaN,NaN
1,30,130,0.34634,0,0.012415,0.0026766,0.017966,0.0054041,0.043952,0.02584,NaN,NaN,NaN,0.001354,0.017699,0.051471,0.015971,0.012472,NaN,NaN,0.0032202,NaN,NaN
1,30,200,0.37379,0,0.010348,0,0.013682,0.0027253,0.03928,0.023312,NaN,NaN,NaN,0,0.013216,0.04101,0.010288,0.010797,NaN,NaN,0.0035918,NaN,NaN
1,30,230,0.3854,0,0.010444,0.007336,0.015784,0.0026647,0.034651,0.018319,NaN,NaN,NaN,0,0.010989,0.04408,0.0071997,0.0091275,NaN,NaN,0.0012352,NaN,NaN
1,30,300,0.40243,0,0.01054,0.014767,0.017893,0,0.03489,0.018293,NaN,NaN,NaN,0,0.010989,0.04446,0.0041267,0.0091457,NaN,NaN,0.0016057,NaN,NaN
1,30,330,0.43341,0,0.010636,0.020082,0.020012,0,0.03271,0.015802,NaN,NaN,NaN,0,0.0087719,0.04484,0.0035908,0.0091638,NaN,NaN,0.0019763,NaN,NaN
1,30,400,0.3715,0,0.010732,0.023218,0.02214,0,0.032949,0.015777,NaN,NaN,NaN,0,0.0065646,0.04522,0.0030548,0.0075,NaN,NaN,0.0023468,NaN,NaN
1,30,430,0.34751,0,0.010828,0.019718,0.019964,0,0.033187,0.015751,NaN,NaN,NaN,0,0.0043668,0.042905,0,0.0075181,NaN,NaN,0,NaN,NaN
1,30,500,0.32895,0,0.013089,0.022848,0.022091,0,0.035846,0.015726,NaN,NaN,NaN,0,0.0043668,0.043284,0.0010255,0.0075362,NaN,NaN,0.0027806,NaN,NaN
1,30,530,0.33816,0,0.017543,0.030461,0.024228,0,0.038517,0.0157,NaN,NaN,NaN,0,0.0021786,0.043663,0.0020511,0.0075543,NaN,NaN,0.0055763,NaN,NaN
1,30,600,0.29149,0,0.022035,0.035902,0.028553,0,0.038756,0.015675,NaN,NaN,NaN,0,0.0043668,0.044042,0.0030766,0.0075725,NaN,NaN,0.013928,NaN,NaN
1,30,630,0.27576,0,0.019929,0.025613,0.026349,0,0.043897,0.015649,NaN,NaN,NaN,0,0.0043668,0.04712,0.0041021,0.0075906,NaN,NaN,0.011214,NaN,NaN
1,30,700,0.29064,1000,0.024442,0.028762,0.024155,0,0.059125,0.018089,NaN,NaN,NaN,0.0027017,0.0043668,0.055683,0.012762,0.0076087,NaN,NaN,0.014056,NaN,NaN
1,30,730,0.37034,1000,0.03802,0.04787,0.030668,0,0.085334,0.02303,NaN,NaN,NaN,0.015671,0.010989,0.084303,0.042836,0.009309,NaN,NaN,0.01412,NaN,NaN
1,30,800,0.44985,1000,0.071,0.089704,0.046225,0,0.12416,0.033083,NaN,NaN,NaN,0.038132,0.026786,0.15577,0.11349,0.014408,NaN,NaN,0.019787,NaN,NaN
1,30,830,0.64579,1000,0.11657,0.14587,0.076424,0,0.17201,0.051181,NaN,NaN,NaN,0.071319,0.052632,0.24869,0.20863,0.024742,NaN,NaN,0.031246,NaN,NaN
1,30,900,1.1674,1000,0.19564,0.23949,0.13173,0.0075688,0.24124,0.072661,NaN,NaN,NaN,0.12079,0.095238,0.38557,0.33891,0.038847,NaN,NaN,0.045919,NaN,NaN
1,30,930,1.357,1000,0.27978,0.3307,0.2079,0.02072,0.30745,0.097906,NaN,NaN,NaN,0.17689,0.15288,0.53252,0.46745,0.055182,NaN,NaN,0.067146,NaN,NaN
1,30,1000,1.4761,1000,0.29388,0.33188,0.22004,0.034226,0.32732,0.11837,NaN,NaN,NaN,0.19442,0.17949,0.56256,0.49624,0.06449,NaN,NaN,0.086047,NaN,NaN
1,30,1030,1.5493,1000,0.3047,0.34814,0.23243,0.045244,0.33966,0.13346,NaN,NaN,NaN,0.20826,0.19792,0.57524,0.52037,0.070162,NaN,NaN,0.092542,NaN,NaN
1,30,1100,1.7845,1000,0.3157,0.36087,0.24828,0.053603,0.34812,0.14269,NaN,NaN,NaN,0.21815,0.21053,0.60063,0.53934,0.073983,NaN,NaN,0.1024,NaN,NaN
1,30,1130,1.8072,1000,0.32317,0.36598,0.25798,0.062101,0.35254,0.15208,NaN,NaN,NaN,0.22605,0.2234,0.60753,0.55275,0.075913,NaN,NaN,0.10577,NaN,NaN
1,30,1200,1.848,1000,0.31961,0.35558,0.24822,0.064793,0.34874,0.15523,NaN,NaN,NaN,0.22331,0.22016,0.60178,0.55432,0.075932,NaN,NaN,0.10916,NaN,NaN
1,30,1230,1.8474,1000,0.33086,0.36451,0.25142,0.064535,0.35316,0.15839,NaN,NaN,NaN,0.22909,0.2234,0.61508,0.55589,0.077869,NaN,NaN,0.1026,NaN,NaN
1,30,1300,1.9666,1000,0.3162,0.34277,0.24176,0.064276,0.3412,0.15836,NaN,NaN,NaN,0.22635,0.21693,0.60294,0.54557,0.077889,NaN,NaN,0.10267,NaN,NaN
1,30,1330,1.9797,1000,0.32368,0.35536,0.24173,0.064018,0.34558,0.16154,NaN,NaN,NaN,0.23,0.21693,0.60986,0.55903,0.077908,NaN,NaN,0.10274,NaN,NaN
1,30,1400,2.0357,1000,0.31645,0.3414,0.23222,0.06376,0.33778,0.16151,NaN,NaN,NaN,0.22301,0.21053,0.59157,0.54868,0.077928,NaN,NaN,0.10281,NaN,NaN
1,30,1430,2.1692,1000,0.3093,0.33885,0.2322,0.066464,0.33407,0.16148,NaN,NaN,NaN,0.22453,0.21053,0.60468,0.55024,0.077947,NaN,NaN,0.096336,NaN,NaN
1,30,1500,1.9183,1000,0.30582,0.33632,0.23217,0.066205,0.33038,0.16145,NaN,NaN,NaN,0.22816,0.21372,0.60526,0.55774,0.077966,NaN,NaN,0.096405,NaN,NaN
1,30,1530,1.6551,1000,0.28123,0.30135,0.21057,0.062984,0.31106,0.15502,NaN,NaN,NaN,0.21704,0.20419,0.56878,0.52427,0.076068,NaN,NaN,0.096474,NaN,NaN
1,30,1600,1.7055,1000,0.24763,0.25829,0.17815,0.059782,0.2923,0.14553,NaN,NaN,NaN,0.20004,0.18557,0.51684,0.48141,0.070373,NaN,NaN,0.093298,NaN,NaN
1,30,1630,1.5119,1000,0.23155,0.24317,0.16958,0.056598,0.27044,0.13927,NaN,NaN,NaN,0.1875,0.17347,0.48428,0.45641,0.068501,NaN,NaN,0.090142,NaN,NaN
1,30,1700,1.3023,1000,0.19745,0.20393,0.14738,0.053431,0.24581,0.13309,NaN,NaN,NaN,0.16947,0.15578,0.43776,0.41738,0.064758,NaN,NaN,0.090211,NaN,NaN
1,30,1730,1.0774,1000,0.16807,0.16998,0.12601,0.047404,0.21214,0.12094,NaN,NaN,NaN,0.14831,0.1358,0.38465,0.3758,0.061041,NaN,NaN,0.083885,NaN,NaN
1,30,1800,0.34445,1000,0.13736,0.14876,0.1029,0.044288,0.18026,0.10612,NaN,NaN,NaN,0.12441,0.11111,0.32668,0.31518,0.055505,NaN,NaN,0.0745,NaN,NaN
1,30,1830,0.18058,1000,0.090404,0.095148,0.080716,0.035545,0.14118,0.091694,NaN,NaN,NaN,0.10324,0.090047,0.20936,0.20067,0.046393,NaN,NaN,0.065277,NaN,NaN
1,30,1900,0.13063,1000,0.063612,0.05782,0.059408,0.032495,0.11291,0.074872,NaN,NaN,NaN,0.084531,0.077283,0.13272,0.12903,0.037438,NaN,NaN,0.053203,NaN,NaN
1,30,1930,0.15172,1000,0.047275,0.040574,0.043401,0.026694,0.091337,0.063933,NaN,NaN,NaN,0.071269,0.067285,0.09962,0.085304,0.028634,NaN,NaN,0.035568,NaN,NaN
1,30,2000,0.15423,1000,0.03594,0.030432,0.034458,0.023692,0.075767,0.053213,NaN,NaN,NaN,0.061484,0.059908,0.079699,0.063868,0.023431,NaN,NaN,0.03274,NaN,NaN
1,30,2030,0.19637,0,0.029296,0.024809,0.025667,0.017984,0.065716,0.045308,NaN,NaN,NaN,0.051901,0.052632,0.063254,0.045957,0.019998,NaN,NaN,0.024222,NaN,NaN
1,30,2100,0.1808,0,0.022738,0.019256,0.021315,0.01503,0.055856,0.03752,NaN,NaN,NaN,0.044022,0.045455,0.05,0.036447,0.016588,NaN,NaN,0.015845,NaN,NaN
1,30,2130,0.17668,0,0.018445,0.018015,0.017,0.012091,0.048643,0.032383,NaN,NaN,NaN,0.03777,0.040724,0.047691,0.029694,0.0149,NaN,NaN,0.013125,NaN,NaN
1,30,2200,0.17393,0,0.014189,0.012551,0.012721,0.009167,0.041532,0.027296,NaN,NaN,NaN,0.033083,0.036036,0.040087,0.023041,0.011524,NaN,NaN,0.013189,NaN,NaN
1,30,2230,0.14616,0,0.012122,0.0092401,0.008477,0.0062588,0.034519,0.022259,NaN,NaN,NaN,0.026989,0.03139,0.035205,0.018997,0.0098534,NaN,NaN,0.013253,NaN,NaN
1,30,2300,0.20387,0,0.010065,0.0080349,0.0063565,0.0060134,0.029976,0.019746,NaN,NaN,NaN,0.023868,0.026786,0.030372,0.012505,0.0081884,NaN,NaN,0.0077942,NaN,NaN
1,30,2330,0.16933,0,0.0080155,0.0068347,0.0042448,0.0031212,0.027838,0.017246,NaN,NaN,NaN,0.020775,0.024499,0.025588,0.013505,0.0082065,NaN,NaN,0.010611,NaN,NaN
1,31,0,0.14823,0,0.0059751,0.0077129,0.0042209,0.0028764,0.023357,0.014757,NaN,NaN,NaN,0.017707,0.019956,0.025956,0.009557,0.0065471,NaN,NaN,0.0079209,NaN,NaN
1,31,30,0.15537,0,0.0039433,0.004449,0.002118,0,0.018917,0.0098415,NaN,NaN,NaN,0.01325,0.017699,0.018683,0.0080937,0.0048931,NaN,NaN,0.0052452,NaN,NaN
1,31,100,0.10483,0,0.0019201,0.0053236,0.0020942,0.00010936,0.014518,0.0098161,NaN,NaN,NaN,0.011648,0.015453,0.016526,0.0066376,0.0049112,NaN,NaN,0.0053084,NaN,NaN
1,31,130,0.097656,0,0.0020149,0.0020829,0,0.00021872,0.010158,0.0073634,NaN,NaN,NaN,0.0086565,0.010989,0.014379,0.0027605,0.0032627,NaN,NaN,0.0053716,NaN,NaN
1,31,200,0.11273,0,0,0.00090703,0,0.00032808,0.008108,0.0049224,NaN,NaN,NaN,0.0056897,0.0087719,0.0097557,0,0.0032807,NaN,NaN,0,NaN,NaN
1,31,230,0.12157,0,0,0,0,0.00043745,0.0038065,0.0048971,NaN,NaN,NaN,0.0041265,0.0065646,0.0051776,0,0.0016376,NaN,NaN,0.0054348,NaN,NaN
1,31,300,0.14224,0,0,0.00060345,0,0.00054681,0.0017846,0.0024679,NaN,NaN,NaN,0.002572,0.0043668,0.0055372,0,0,NaN,NaN,0.00271,NaN,NaN
1,31,330,0.13584,0,0,0.0014709,0.0020704,0.00065617,0.0020134,0.0024427,NaN,NaN,NaN,0.0023973,0.0021786,0.0034433,0,0,NaN,NaN,0,NaN,NaN
1,31,400,0.12382,0,0,0.0023384,0,0.00076553,0,0.0024175,NaN,NaN,NaN,0.00085383,0.0021786,0.003802,0.00044046,0,NaN,NaN,0.00271,NaN,NaN
1,31,430,0.12475,0,0,0.0011668,0,0.00087489,0,0,NaN,NaN,NaN,0.00068213,0,0.0017175,0.0014193,0,NaN,NaN,0.00271,NaN,NaN
1,31,500,0.13685,0,0,0,0.0020704,0.0036184,0,0,NaN,NaN,NaN,0.0005109,0,0.0020753,0,0,NaN,NaN,0.00271,NaN,NaN
1,31,530,0.14189,0,0,0.0020325,0,0.0037281,0.0015415,0,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,0,NaN,NaN
1,31,600,0.16024,0,0,0.0020325,0.0020704,0.0038377,0.0035581,0,NaN,NaN,NaN,0.00016984,0,0.0023844,0,0,NaN,NaN,0.00271,NaN,NaN
1,31,630,0.19017,0,0,0.0040733,0.0020704,0.0039474,0.010134,0,NaN,NaN,NaN,0,0,0.0072372,0.0046575,0,NaN,NaN,0.00271,NaN,NaN
